timestamp,symbol,open,high,low,close,volume
2024-01-02,SAMPLE,100.179,100.3838,99.8095,99.9965,888.4
2024-01-03,SAMPLE,100.3857,100.7205,99.8243,100.2816,1029.87
2024-01-04,SAMPLE,100.3465,100.8845,99.9254,100.8013,1060.77
2024-01-05,SAMPLE,100.2094,100.8929,100.1373,100.7942,943.82
2024-01-06,SAMPLE,100.7781,101.5935,100.6565,101.2393,1037.04
2024-01-07,SAMPLE,101.0079,102.1778,100.6466,101.5843,1143.64
2024-01-08,SAMPLE,101.3254,101.5066,100.8494,101.0781,1075.85
2024-01-09,SAMPLE,100.9215,101.5083,100.7756,101.4497,1146.51
2024-01-10,SAMPLE,101.5354,101.8707,101.1532,101.2011,1005.82
2024-01-11,SAMPLE,100.4961,102.1782,100.2673,101.9925,901.93
2024-01-12,SAMPLE,101.9707,102.854,101.5551,102.8111,1080.32
2024-01-13,SAMPLE,103.3153,104.8885,103.0414,104.566,844.1
2024-01-14,SAMPLE,104.3519,105.5081,104.349,105.3486,883.89
2024-01-15,SAMPLE,105.7997,106.0025,105.7582,105.8461,1028.72
2024-01-16,SAMPLE,106.0486,107.9247,105.7949,107.7947,1042.89
2024-01-17,SAMPLE,107.4028,107.8482,106.8445,107.3148,1018.87
2024-01-18,SAMPLE,107.4669,108.7981,107.093,108.2293,1062.24
2024-01-19,SAMPLE,107.6804,109.2184,107.2393,108.712,1063.55
2024-01-20,SAMPLE,108.4902,108.9087,107.2757,107.3879,977.92
2024-01-21,SAMPLE,106.929,108.9494,106.5686,108.3773,981.98
2024-01-22,SAMPLE,108.6048,109.7397,108.1256,109.4656,920.61
2024-01-23,SAMPLE,109.8302,110.3175,109.7563,110.0621,1113.57
2024-01-24,SAMPLE,109.9064,111.7591,109.6834,111.7331,982.12
2024-01-25,SAMPLE,112.2247,112.5903,111.7226,112.5456,847.8
2024-01-26,SAMPLE,112.7667,113.2424,112.2402,112.662,1041.43
2024-01-27,SAMPLE,112.7153,113.7526,112.5006,113.3876,1033.29
2024-01-28,SAMPLE,113.3879,114.8126,113.0247,114.4098,1241.28
2024-01-29,SAMPLE,114.2601,115.2279,114.0128,115.0524,1110.85
2024-01-30,SAMPLE,115.1874,116.0129,114.9245,115.3955,865.13
2024-01-31,SAMPLE,115.5349,116.5094,115.3711,116.2117,1078.62
2024-02-01,SAMPLE,116.029,117.4471,115.708,116.7111,933.49
2024-02-02,SAMPLE,116.6322,117.1978,116.3365,116.9603,941.57
2024-02-03,SAMPLE,116.5513,118.0261,116.1106,117.7895,1102.74
2024-02-04,SAMPLE,117.194,118.9877,117.0122,118.8083,1074.79
2024-02-05,SAMPLE,117.8693,119.5763,117.8298,119.1086,1081.98
2024-02-06,SAMPLE,119.1702,119.6591,117.9556,118.1757,1022.93
2024-02-07,SAMPLE,118.2252,119.3702,117.6685,119.1379,1125.82
2024-02-08,SAMPLE,120.0987,120.1193,119.6112,120.0441,968.11
2024-02-09,SAMPLE,120.2909,120.852,119.9131,120.5576,816.72
2024-02-10,SAMPLE,120.7728,120.8302,119.5577,119.6024,823.58
2024-02-11,SAMPLE,119.8637,121.5552,119.8012,121.0106,1000.12
2024-02-12,SAMPLE,121.2787,121.8466,120.2658,120.3377,1187.24
2024-02-13,SAMPLE,120.2755,121.2457,119.7442,121.1013,988.45
2024-02-14,SAMPLE,121.2412,121.5732,120.1232,120.6729,877.58
2024-02-15,SAMPLE,121.1934,122.6023,120.9796,122.0619,910.72
2024-02-16,SAMPLE,122.1022,123.1048,121.5674,122.83,968.39
2024-02-17,SAMPLE,122.6945,122.8153,120.1509,120.5647,1038.04
2024-02-18,SAMPLE,120.5613,120.9778,119.5601,119.8258,1159.18
2024-02-19,SAMPLE,120.19,120.7383,119.3131,119.8851,919.38
2024-02-20,SAMPLE,119.2285,119.7217,119.0859,119.6884,1128.28
2024-02-21,SAMPLE,119.6839,119.8955,118.0713,118.3156,929.02
2024-02-22,SAMPLE,118.9425,119.2014,118.4325,118.7887,1120.06
2024-02-23,SAMPLE,118.3478,118.4868,117.3336,117.7983,802.45
2024-02-24,SAMPLE,118.1509,118.5595,116.9836,117.2351,1096.63
2024-02-25,SAMPLE,116.8225,116.8853,116.41,116.5322,1110.73
2024-02-26,SAMPLE,116.2163,116.3122,115.2268,115.2832,985.93
2024-02-27,SAMPLE,115.4107,115.6327,113.6219,113.9374,923.01
2024-02-28,SAMPLE,114.1911,114.386,111.8585,112.0545,894.99
2024-02-29,SAMPLE,111.894,112.3,111.2441,111.6436,1079.95
2024-03-01,SAMPLE,112.1104,112.4924,111.5411,111.8813,749.92
2024-03-02,SAMPLE,112.3396,112.7799,112.1835,112.5893,1232.84
2024-03-03,SAMPLE,112.7534,113.4881,110.6796,110.7441,1082.75
2024-03-04,SAMPLE,110.702,112.1536,110.2715,111.7913,891.31
2024-03-05,SAMPLE,111.8938,112.3089,111.0649,111.308,976.56
2024-03-06,SAMPLE,111.1823,111.6107,109.5455,109.8158,897.64
2024-03-07,SAMPLE,110.7492,111.2271,109.1639,109.5414,688.85
2024-03-08,SAMPLE,109.7096,110.3459,109.3741,109.759,991.9
2024-03-09,SAMPLE,109.0786,109.5352,108.7454,109.0604,915.75
2024-03-10,SAMPLE,109.6936,110.4081,109.5769,110.3776,1034.95
2024-03-11,SAMPLE,110.2382,110.2933,109.2996,109.9737,1124.49
2024-03-12,SAMPLE,109.503,110.0936,107.6447,108.0925,1218.52
2024-03-13,SAMPLE,107.7873,108.4103,107.6053,108.1082,910.23
2024-03-14,SAMPLE,108.2912,108.3956,107.6781,107.9033,1055.03
