timestamp,symbol,open,high,low,close,volume
2024-01-02,SAMPLE_A,100.179,100.3838,99.8095,99.9965,888.4
2024-01-02,SAMPLE_B,100.4706,101.9661,100.3552,101.5719,986.84
2024-01-02,SAMPLE_C,99.9733,100.3836,99.6206,99.8352,952.31
2024-01-03,SAMPLE_A,100.3857,100.7205,99.8243,100.2816,1029.87
2024-01-03,SAMPLE_B,101.7845,102.733,101.4181,102.4153,1224.72
2024-01-03,SAMPLE_C,99.4685,99.9549,98.7167,99.1249,954.36
2024-01-04,SAMPLE_A,100.3465,100.8845,99.9254,100.8013,1060.77
2024-01-04,SAMPLE_B,102.6269,103.5986,102.5723,102.9473,1084.87
2024-01-04,SAMPLE_C,99.2507,99.5377,98.9911,99.4633,1063.52
2024-01-05,SAMPLE_A,100.2094,100.8929,100.1373,100.7942,943.82
2024-01-05,SAMPLE_B,103.2947,104.1406,103.2579,103.9048,867.73
2024-01-05,SAMPLE_C,98.9993,99.3735,98.9361,99.2402,836.07
2024-01-06,SAMPLE_A,100.7781,101.5935,100.6565,101.2393,1037.04
2024-01-06,SAMPLE_B,103.8105,104.0273,103.6992,103.8393,895.33
2024-01-06,SAMPLE_C,99.4185,99.7011,99.4077,99.532,971.14
2024-01-07,SAMPLE_A,101.0079,102.1778,100.6466,101.5843,1143.64
2024-01-07,SAMPLE_B,103.6597,104.4959,103.2841,104.1525,971.58
2024-01-07,SAMPLE_C,100.0095,100.5659,99.6196,100.1125,1085.44
2024-01-08,SAMPLE_A,101.3254,101.5066,100.8494,101.0781,1075.85
2024-01-08,SAMPLE_B,103.7471,104.8626,103.5402,104.0833,742.76
2024-01-08,SAMPLE_C,99.6846,99.9313,99.3506,99.5784,906.55
2024-01-09,SAMPLE_A,100.9215,101.5083,100.7756,101.4497,1146.51
2024-01-09,SAMPLE_B,104.2108,104.8977,104.0586,104.7121,1161.83
2024-01-09,SAMPLE_C,99.4665,99.7331,99.075,99.6234,931.06
2024-01-10,SAMPLE_A,101.5354,101.8707,101.1532,101.2011,1005.82
2024-01-10,SAMPLE_B,105.0866,105.6484,104.9717,105.5269,1016.67
2024-01-10,SAMPLE_C,100.0574,101.1706,99.5492,100.6673,1152.78
2024-01-11,SAMPLE_A,100.4961,102.1782,100.2673,101.9925,901.93
2024-01-11,SAMPLE_B,105.1644,105.2685,104.425,105.0241,1035.99
2024-01-11,SAMPLE_C,100.6315,101.3978,100.4259,101.3217,1197.11
2024-01-12,SAMPLE_A,101.9707,102.854,101.5551,102.8111,1080.32
2024-01-12,SAMPLE_B,104.3614,105.5344,103.8821,105.195,1114.02
2024-01-12,SAMPLE_C,101.2437,101.6719,100.9882,101.1332,908.9
2024-01-13,SAMPLE_A,103.3153,104.8885,103.0414,104.566,844.1
2024-01-13,SAMPLE_B,104.6403,106.2369,104.2902,106.2092,1069.19
2024-01-13,SAMPLE_C,101.322,102.26,101.0659,102.2169,917.0
2024-01-14,SAMPLE_A,104.3519,105.5081,104.349,105.3486,883.89
2024-01-14,SAMPLE_B,106.5585,108.9635,106.3956,108.781,990.79
2024-01-14,SAMPLE_C,102.3926,104.826,102.0226,104.5896,977.58
2024-01-15,SAMPLE_A,105.7997,106.0025,105.7582,105.8461,1028.72
2024-01-15,SAMPLE_B,108.2822,108.734,107.635,107.8582,862.72
2024-01-15,SAMPLE_C,103.8693,105.4548,103.7304,105.0555,960.74
2024-01-16,SAMPLE_A,106.0486,107.9247,105.7949,107.7947,1042.89
2024-01-16,SAMPLE_B,108.1926,108.6428,107.8599,108.4906,1072.08
2024-01-16,SAMPLE_C,105.7199,108.2174,105.3262,107.7765,1017.99
2024-01-17,SAMPLE_A,107.4028,107.8482,106.8445,107.3148,1018.87
