timestamp,symbol,open,high,low,close,volume
2024-01-02,IF0,3439.4,3442.0,3388.0,3388.2,53653.0
2024-01-03,IF0,3385.0,3398.8,3367.2,3383.0,50495.0
2024-01-04,IF0,3381.6,3381.6,3324.0,3350.2,61815.0
2024-01-05,IF0,3340.2,3377.6,3314.4,3334.2,71188.0
2024-01-08,IF0,3329.0,3342.0,3276.6,3279.6,74184.0
2024-01-09,IF0,3285.0,3309.0,3272.6,3292.4,69450.0
2024-01-10,IF0,3280.0,3319.2,3265.6,3278.2,67521.0
2024-01-11,IF0,3277.6,3320.0,3271.2,3297.6,68319.0
2024-01-12,IF0,3281.6,3315.8,3281.0,3286.4,56689.0
2024-01-15,IF0,3270.0,3313.6,3261.4,3280.2,60013.0
2024-01-16,IF0,3272.0,3303.0,3250.0,3301.4,80097.0
2024-01-17,IF0,3288.0,3291.8,3210.4,3222.4,70728.0
2024-01-18,IF0,3213.8,3262.2,3162.0,3249.2,63787.0
2024-01-19,IF0,3224.0,3258.8,3224.0,3242.0,78547.0
2024-01-22,IF0,3239.0,3259.0,3133.0,3179.0,90087.0
2024-01-23,IF0,3178.2,3240.4,3159.0,3212.2,84020.0
2024-01-24,IF0,3240.0,3269.2,3173.0,3264.0,89508.0
2024-01-25,IF0,3259.0,3342.4,3252.4,3334.2,81000.0
2024-01-26,IF0,3323.0,3348.8,3313.0,3327.6,70551.0
2024-01-29,IF0,3332.0,3349.2,3292.2,3294.0,64406.0
2024-01-30,IF0,3281.4,3294.6,3237.0,3237.4,68690.0
2024-01-31,IF0,3227.0,3250.6,3193.2,3212.0,77497.0
2024-02-01,IF0,3200.2,3250.0,3187.0,3213.6,72482.0
2024-02-02,IF0,3227.8,3234.8,3090.0,3165.4,88240.0
2024-02-05,IF0,3147.4,3218.0,3091.2,3171.2,91838.0
2024-02-06,IF0,3171.2,3308.8,3162.8,3303.0,75996.0
2024-02-07,IF0,3279.0,3327.0,3271.0,3316.6,81202.0
2024-02-08,IF0,3334.0,3363.0,3329.8,3353.6,84960.0
2024-02-19,IF0,3385.0,3388.0,3354.2,3373.0,72044.0
2024-02-20,IF0,3373.0,3397.0,3361.0,3387.0,62140.0
2024-02-21,IF0,3374.2,3504.8,3371.4,3455.0,106916.0
2024-02-22,IF0,3451.2,3487.4,3450.0,3484.0,66933.0
2024-02-23,IF0,3488.8,3505.0,3471.0,3487.0,66409.0
